experiment 1;surface bulk 2%;sample 1;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface bulk 2%;sample 1;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;grader;nucelous 
;;-6;0.012605448;0.01000036;0.016948301;0.009793638;0.011381767;0.010058826;0.011355357;0.011360506;0.011092573;0.013076157;0.0129437;0.011232905;0.010779752;0.009924073;0.010531728;0.010572161;0.011676296;0.010299094;0.012253159;0.010268328;;0.012156808;0.010658605;;;;;-6;
;;-4;0.012780017;0.010408511;0.016625625;0.009853982;0.011774738;0.009939022;0.011837974;0.010731449;0.010518296;0.012768289;0.01327259;0.010885045;0.011271359;0.010575884;0.01178567;0.010614355;0.011927936;0.010180053;0.011828424;0.010080614;;0.012362263;0.01060372;;;;;-4;
;;-2;0.013474458;0.010712082;0.014428806;0.010115692;0.011920376;0.009473448;0.011919497;0.010903293;0.010604008;0.012232799;0.013395608;0.010575074;0.011244564;0.010090189;0.011070462;0.010290041;0.011187293;0.008660415;0.011405559;0.010217341;;0.012065063;0.010327037;;;;;-2;
;;0;0.015236319;0.013151762;0.021300953;0.010992605;0.014261007;0.011651836;0.013064942;0.012261873;0.013385793;0.014819324;0.014261183;0.012829812;0.011882999;0.01186593;0.012603755;0.011403062;0.013817664;0.01238016;0.013440701;0.011172203;;0.014325532;0.012252857;;;;;0;
;;2;0.014765168;0.012888074;0.01424649;0.013240165;0.012238614;0.009813391;0.011399061;0.011304857;0.011010285;0.013479582;0.013242506;0.011104937;0.010408231;0.010182;0.011526017;0.010465585;0.011668541;0.008901301;0.011747109;0.010064403;;0.012225202;0.01114443;;;;;2;
;;4;0.01616351;0.016667906;0.015647683;0.017568634;0.012342141;0.010905088;0.011953344;0.011690046;0.011675537;0.013231622;0.014893558;0.011656118;0.011150606;0.010633129;0.011715469;0.010568089;0.012586313;0.009686385;0.012521274;0.010619982;;0.013064944;0.0123227;;;;;4;
;;6;0.016973363;0.023305749;0.015980771;0.023605477;0.011987336;0.012125922;0.012670922;0.011965328;0.011962865;0.013557608;0.013298641;0.011864585;0.011667856;0.010719898;0.011410773;0.010997904;0.012568216;0.010640416;0.01265081;0.010410631;;0.013117155;0.013919352;;;;;6;
;;8;0.016580458;0.028649521;0.015136322;0.029131711;0.013081069;0.013979233;0.012347565;0.012379223;0.011314112;0.014426887;0.013672476;0.012383697;0.011527558;0.011145044;0.011307945;0.011181451;0.013133864;0.01124479;0.012570882;0.01087812;;0.013067225;0.015539968;;;;;8;
;;10;0.018325248;0.033347922;0.015038105;0.031138437;0.013644283;0.01760821;0.012450303;0.012468881;0.011421928;0.015042362;0.013021201;0.012449605;0.011133045;0.010878736;0.011396043;0.010959014;0.012931239;0.011012221;0.012540274;0.01087288;;0.013190167;0.016577827;;;;;10;
;;12;0.016632861;0.027900804;0.016616693;0.028367819;0.01409663;0.018794108;0.012431614;0.013021543;0.012314575;0.014902766;0.011880955;0.012005894;0.011036165;0.010713448;0.012222119;0.011163505;0.013179071;0.012215148;0.012768286;0.011086046;;0.013317897;0.016017108;;;;;12;
;;14;0.015165684;0.020286602;0.017397006;0.022535548;0.013272426;0.016099849;0.011797682;0.012241817;0.011700144;0.013513632;0.01223084;0.011347877;0.01057335;0.010861753;0.011896605;0.011442304;0.012926816;0.012153876;0.012158547;0.010795465;;0.01291191;0.014127872;;;;;14;
;;16;0.014719073;0.016889347;0.014675608;0.016682294;0.012753465;0.013784536;0.011856544;0.012134022;0.011537498;0.013112527;0.011093504;0.01132006;0.010631995;0.010300017;0.010679827;0.011251055;0.013110087;0.011404794;0.012350346;0.010830332;;0.012340795;0.012770898;;;;;16;
;;18;0.013926842;0.014635171;0.013430975;0.012725464;0.013285271;0.013915346;0.011611524;0.011489875;0.011528583;0.012853795;0.012780352;0.011360535;0.011422935;0.010302582;0.010906073;0.011149181;0.013048378;0.01174457;0.012596898;0.011008387;;0.012453783;0.012118491;;;;;18;
;;20;0.013436425;0.012373308;0.011941256;0.01077163;0.013626136;0.011318886;0.01188216;0.011182124;0.011490048;0.013101191;0.011798527;0.010919333;0.011585879;0.010493153;0.011124738;0.011314668;0.014150385;0.011220744;0.012526444;0.010629975;;0.0123562;0.011332501;;;;;20;
;;22;0.013235719;0.01129311;0.011604513;0.010043869;0.013948794;0.011281271;0.011957017;0.011046382;0.011368472;0.013193211;0.009923915;0.010788263;0.011437705;0.011014229;0.012334311;0.011499189;0.013754704;0.011253838;0.012524722;0.010401531;;0.012208987;0.011181489;;;;;22;
;;24;0.012665001;0.010766155;0.011928514;0.009836083;0.01317495;0.011246184;0.011572145;0.011029049;0.011050031;0.012401079;0.010737813;0.010550337;0.011006175;0.010820228;0.0112476;0.01119223;0.013155851;0.010629282;0.012064704;0.010723441;;0.011860278;0.010919407;;;;;24;
;;26;0.012457731;0.010445633;0.011253712;0.009790192;0.012902938;0.010771534;0.011475558;0.010894343;0.011280037;0.012037411;0.012118665;0.010306107;0.010886285;0.010172543;0.011278326;0.011086969;0.013543176;0.010737102;0.012402994;0.011011735;;0.011959942;0.010725357;;;;;26;
;;28;0.012372632;0.009967907;0.009958362;0.009782308;0.012193301;0.011846958;0.011917005;0.011059887;0.01226494;0.011790757;0.011497592;0.010253969;0.010518854;0.010238295;0.011834;0.010789861;0.012709868;0.009717319;0.012328855;0.011382026;;0.011759541;0.010682929;;;;;28;
;;30;0.01158649;0.010048414;0.010445464;0.00978125;0.012151832;0.010821307;0.011961454;0.010591487;0.012287961;0.011671259;0.010223135;0.010487216;0.010779366;0.010209747;0.012124992;0.011285802;0.012936869;0.010572544;0.012695373;0.011223796;;0.011719294;0.010669282;;;;;30;
;;32;0.011915076;0.009579059;0.009834322;0.009781139;0.011710635;0.009689618;0.011523856;0.01052057;0.011414221;0.011392951;0.010738804;0.010546701;0.010786923;0.010266584;0.01191606;0.011274995;0.012745467;0.010810019;0.0118527;0.01067537;;0.011443806;0.010453701;;;;;32;
;;34;0.011427483;0.009603273;0.010191123;0.00978113;0.012177626;0.009535909;0.011064966;0.010569314;0.010964151;0.011703421;0.010888437;0.010832578;0.011041166;0.010495084;0.012156384;0.011012348;0.012841421;0.01052121;0.011826138;0.010157752;;0.01145789;0.010421202;;;;;34;
;;36;0.011299251;0.00940806;0.009581252;0.009781129;0.012275792;0.009359227;0.011807394;0.010787474;0.011327171;0.01165626;0.01185365;0.010366625;0.010667351;0.010442779;0.012324471;0.011445747;0.012640171;0.010533471;0.011993314;0.010237526;;0.011576982;0.01040183;;;;;36;
;;38;0.011018538;0.009427666;0.009396038;0.009781129;0.011573501;0.009444411;0.012226229;0.010967408;0.010742471;0.011242045;0.012525855;0.010450064;0.010710929;0.010518078;0.011844123;0.012552908;0.012327056;0.010223247;0.011420775;0.010651807;;0.011378552;0.010525876;;;;;38;
;;40;0.011232099;0.009090341;0.009328594;0.009781129;0.011183557;0.009891978;0.011950938;0.010874839;0.01066115;0.011564564;0.011878538;0.010223064;0.010989089;0.010436932;0.011072131;0.012068036;0.011694024;0.009962393;0.011510261;0.011526538;;0.011150038;0.010541981;;;;;40;
;;42;0.010844893;0.009311298;0.009132109;0.009781129;0.011042852;0.009790199;0.012223582;0.010706038;0.010841782;0.011575533;0.011052003;0.010280938;0.011034235;0.01024886;0.010873118;0.011296503;0.010698509;0.009839962;0.011509094;0.011227828;;0.010925218;0.010405829;;;;;42;
;;44;0.010593777;0.00913578;0.009379519;0.009781129;0.011269832;0.009294279;0.011583123;0.010475841;0.010704332;0.011447105;0.010231299;0.010272044;0.010889719;0.010463543;0.010474328;0.011795396;0.010629567;0.010231193;0.01134647;0.011163548;;0.010710197;0.010405986;;;;;44;
;;46;0.010434865;0.009169837;0.009106945;0.009781129;0.010938618;0.009033264;0.010757062;0.010234386;0.011075572;0.011412425;0.009532026;0.01038359;0.010547565;0.010601772;0.010454084;0.011709978;0.010677274;0.010294006;0.011241998;0.010744085;;0.010476601;0.010336447;;;;;46;
;;48;0.010688501;0.00926239;0.009372611;0.009781129;0.01079398;0.009494295;0.010662421;0.010359787;0.010566638;0.011373841;0.01001954;0.01052873;0.010435421;0.01042359;0.011468595;0.011994048;0.011240737;0.010097257;0.01155418;0.011040964;;0.010680262;0.010435603;;;;;48;
;;50;0.010815371;0.009479124;0.009325673;0.009781129;0.010632518;0.009415188;0.0109528;0.010226905;0.010654186;0.01093015;0.009927435;0.01054707;0.010240384;0.01076125;0.012604818;0.012402688;0.0116778;0.010099161;0.011222133;0.010930685;;0.010805312;0.010457335;;;;;50;
;;52;0.01071687;0.009244037;0.009184433;0.009781129;0.010436406;0.009408116;0.010591887;0.010520942;0.011321348;0.011258995;0.011299376;0.010444358;0.010125212;0.010505974;0.014317449;0.01340394;0.011640083;0.010306571;0.011083166;0.011216213;;0.011071623;0.010609028;;;;;52;
;;54;0.010477503;0.009270077;0.0088676;0.009781129;0.010655035;0.009064923;0.010849857;0.010177492;0.011154388;0.011203127;0.010623512;0.010974208;0.010300946;0.010383709;0.013850653;0.014326821;0.011598012;0.010637647;0.010655469;0.011765417;;0.010903298;0.010758455;;;;;54;
;;56;0.010074217;0.009300659;0.008808702;0.009781129;0.010552406;0.009085435;0.010660686;0.010370748;0.010833333;0.010736671;0.009502804;0.010730852;0.0103085;0.01028583;0.013280359;0.014357896;0.011250098;0.010928839;0.011027958;0.010941332;;0.010629906;0.010651939;;;;;56;
;;58;0.010272347;0.009284944;0.008288716;0.009781129;0.010384604;0.008992958;0.010716327;0.010362772;0.010693036;0.010581442;0.010459639;0.010710107;0.010632359;0.010014136;0.01443476;0.015535939;0.010807881;0.010418884;0.010718151;0.011590943;;0.010740782;0.010727325;;;;;58;
;;60;0.010372236;0.009430707;0.008656018;0.009781129;0.010134753;0.009301123;0.010525459;0.010828575;0.010506007;0.01061176;0.009839803;0.010760621;0.010190353;0.010117032;0.012966173;0.015903499;0.011016216;0.010911157;0.01044837;0.011450676;;0.010465539;0.010909628;;;;;60;
;;62;0.010202832;0.009451111;0.008590541;0.009781129;0.010013474;0.009352125;0.010475809;0.010438452;0.009782118;0.010385942;0.009031677;0.010739263;0.010134747;0.009844186;0.012303462;0.01581699;0.010034586;0.011673756;0.010522798;0.011259769;;0.010109204;0.010874272;;;;;62;
;;64;0.009696044;0.009857672;0.008671179;0.009781129;0.010531217;0.009557734;0.010376635;0.010210791;0.010464451;0.010408481;0.009249126;0.011075192;0.010425412;0.00976585;0.013776056;0.016365459;0.009909244;0.0123278;0.010410593;0.011753569;;0.010350996;0.011110368;;;;;64;
;;66;0.009604014;0.009678518;0.008302781;0.009781129;0.010713821;0.009115057;0.01049868;0.010608216;0.01064657;0.010573968;0.009489062;0.010607465;0.010364679;0.009885583;0.013548444;0.014108456;0.009679369;0.01182297;0.01080001;0.011897714;;0.010364743;0.010807908;;;;;66;
;;68;0.009419045;0.009477757;0.00830277;0.009781129;0.010277656;0.009294725;0.010904576;0.010941388;0.010601068;0.010515217;0.011228019;0.010918145;0.01061484;0.009998908;0.013393464;0.014125627;0.009912021;0.012387411;0.010986397;0.011541917;;0.010563986;0.010898222;;;;;68;
;;70;0.009639362;0.009685462;0.0081218;0.009781129;0.010138728;0.009063808;0.010863475;0.010356683;0.010687405;0.010351835;0.012333332;0.011159333;0.01112302;0.010169027;0.012047723;0.01278175;0.009908834;0.011804672;0.010709527;0.011265638;;0.010557321;0.010641934;;;;;70;
;;72;0.009493796;0.0095687;0.008559708;0.009781129;0.010564123;0.009865346;0.010893016;0.010706877;0.010667253;0.010096394;0.011415536;0.010802076;0.011313739;0.010078856;0.011951274;0.012911366;0.010027585;0.010828232;0.010796272;0.011730971;;0.01056823;0.010636995;;;;;72;
;;74;0.009939439;0.009372171;0.008222294;0.009781129;0.01027393;0.009335699;0.011069425;0.010369681;0.010817984;0.010313271;0.010705451;0.011178337;0.011448158;0.010623751;0.011298498;0.011740487;0.009950695;0.011098367;0.010287398;0.011949755;;0.010401327;0.010576265;;;;;74;
;;76;0.009471219;0.009521932;0.008011827;0.009781129;0.010392977;0.010013365;0.010705309;0.010409825;0.010984502;0.010803352;0.011319654;0.010986379;0.011041483;0.010525831;0.011264053;0.011553083;0.010363282;0.010984868;0.010300882;0.011776766;;0.010385519;0.010635653;;;;;76;
;;78;0.009859992;0.009470388;0.008467197;0.009781129;0.010319372;0.01053701;0.010993899;0.010914479;0.010866258;0.010588094;0.011262946;0.010760371;0.010912381;0.010686746;0.011434012;0.012041738;0.010468466;0.011177254;0.010292784;0.011348288;;0.010487731;0.01073055;;;;;78;
;;80;0.009496221;0.009780881;0.008768955;0.009781129;0.010085734;0.010417952;0.010404022;0.010729466;0.010426096;0.010283561;0.012265209;0.010747685;0.011025005;0.01042753;0.01137326;0.012046778;0.010029604;0.010872129;0.010506005;0.011741613;;0.010438011;0.010682872;;;;;80;
;;82;0.009442157;0.009754935;0.008624819;0.009781129;0.010170422;0.010514573;0.010714944;0.010930439;0.009779482;0.010319876;0.013276396;0.010483191;0.010694756;0.010748331;0.011003429;0.012288877;0.009962275;0.01114282;0.010258355;0.01160952;;0.010392704;0.010757369;;;;;82;
;;84;0.009599121;0.009705918;0.008209933;0.009781129;0.010134636;0.010956559;0.010091667;0.010766492;0.010324402;0.010587166;0.012732082;0.011085783;0.010276976;0.010453902;0.011147221;0.011542825;0.009709799;0.011717683;0.010305313;0.011591528;;0.010253115;0.010818899;;;;;84;
;;86;0.009580486;0.009436556;0.008362887;0.009781129;0.00998852;0.011414585;0.010506152;0.010796624;0.011147941;0.010188464;0.010378806;0.010905427;0.010461134;0.010949154;0.011002529;0.011078651;0.009267095;0.011916666;0.010174113;0.011115052;;0.010086966;0.010758231;;;;;86;
;;88;0.009263243;0.009856493;0.0074477;0.009781129;0.009750279;0.010954527;0.010430082;0.010811046;0.010819569;0.010116938;0.009410521;0.010916434;0.010890343;0.010429398;0.010333869;0.009931007;0.009303316;0.010440206;0.010151196;0.011102025;;0.009780012;0.01043392;;;;;88;
;;90;0.010701754;0.010307947;0.011360565;0.009781129;0.010915923;0.011376728;0.011638404;0.011464135;0.012879476;0.011053251;0.014701447;0.01145496;0.011690256;0.011328997;0.01170667;0.011130878;0.010805542;0.013033803;0.011076264;0.011489435;;0.01174763;0.011242126;;;;;90;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1 and 2 was not saved correct - would split channel be acceptable? ;;;;;;;;;;;nucleous - artefact pressent;;;;;;;;;;;;;;;;;1 and 2 was not saved correct - would split channel be acceptable? ;
experiment 1;surface flight 4%;sample ;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;;combined;;;;experiment 1;surface flight 4%;sample ;
;;grader;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;nucleous;myotubes;;nucelous ;myotubes;;;;;grader;
;;-90;0.011269742;0.007953718;0.010743157;0.010743157;0.010092264;0.006989803;0.011223598;0.008465186;0.010290212;0.008860029;0.035247904;0.009979611;0.010609364;0.009095223;0.011329332;0.010293167;0.011397592;0.01062199;0.010403037;0.00980167;;0.01326062;0.009280355;;;;;-90;
;;-88;0.010008632;0.007084554;0.009576963;0.009576963;0.008759;0.006737086;0.009289952;0.007555171;0.009295949;0.007093963;0.022259423;0.008218778;0.009930605;0.007837595;0.010349968;0.007328033;0.010049438;0.009342133;0.009560538;0.008581175;;0.010908047;0.007935545;;;;;-88;
;;-86;0.0106672;0.007239408;0.009895006;0.009895006;0.00915159;0.007155602;0.009441707;0.007602027;0.009302752;0.007483248;0.034700084;0.008402534;0.009969346;0.007967064;0.010525112;0.007949838;0.010345508;0.009372089;0.01002497;0.008809215;;0.012402328;0.008187603;;;;;-86;
;;-84;0.010021061;0.007156067;0.009787245;0.009787245;0.009036835;0.007041457;0.009171624;0.007217547;0.009299081;0.007882582;0.036803213;0.008072624;0.009858375;0.008133289;0.01032314;0.008483284;0.01022755;0.009364271;0.009781162;0.008852056;;0.012430929;0.008199042;;;;;-84;
;;-82;0.009836664;0.007068714;0.010022254;0.010022254;0.009064372;0.006994625;0.009079694;0.007309164;0.009668093;0.007335272;0.030483151;0.008870908;0.009806082;0.008018818;0.010759614;0.007961843;0.010435029;0.009558029;0.010044517;0.009033378;;0.011919947;0.008217301;;;;;-82;
;;-80;0.010246284;0.007334136;0.010249781;0.010249781;0.009276988;0.006909903;0.009216471;0.007086312;0.009850315;0.008002181;0.026702542;0.008923447;0.009941867;0.00844105;0.010805423;0.007901899;0.010433791;0.009370553;0.010052136;0.009366131;;0.01167756;0.008358539;;;;;-80;
;;-78;0.010549474;0.007474307;0.009846347;0.009846347;0.009096208;0.006970992;0.009476775;0.007397152;0.009316699;0.007641975;0.022941497;0.009158873;0.009768818;0.008741892;0.010690675;0.008154909;0.010568816;0.009237007;0.010034499;0.009396211;;0.011228981;0.008401967;;;;;-78;
;;-76;0.010618915;0.007305491;0.010103222;0.010103222;0.009125918;0.006817872;0.009183725;0.007583265;0.009908338;0.006973968;0.017918156;0.008587602;0.010070317;0.008599022;0.010814749;0.007441188;0.01044415;0.009299287;0.009886568;0.009000145;;0.010807406;0.008171106;;;;;-76;
;;-74;0.010438424;0.007176419;0.01004666;0.01004666;0.009097269;0.00696379;0.009411821;0.007314051;0.010099122;0.007674703;0.018949834;0.008764705;0.010137579;0.008830617;0.010921578;0.007816029;0.010639447;0.009550809;0.010040943;0.009263716;;0.010978268;0.00834015;;;;;-74;
;;-72;0.0101138;0.007080767;0.009647412;0.009647412;0.008984601;0.006948102;0.009485831;0.007516253;0.009955416;0.007317648;0.020818944;0.009436513;0.010253459;0.008673431;0.010688679;0.007956172;0.01059616;0.009910393;0.009931576;0.009216189;;0.011047588;0.008370288;;;;;-72;
;;-70;0.010236538;0.007125025;0.009676061;0.009676061;0.00901807;0.007138983;0.009194083;0.007572217;0.010031613;0.00732363;0.019024881;0.008765988;0.010239264;0.008568624;0.010383035;0.007827845;0.010687213;0.01015149;0.009551906;0.009014956;;0.010804266;0.008316482;;;;;-70;
;;-68;0.010595801;0.007120818;0.00999397;0.00999397;0.009144023;0.007111035;0.009164366;0.007468693;0.010188616;0.008261265;0.024340929;0.00989477;0.010317222;0.009066183;0.010503525;0.008405518;0.010747455;0.009565309;0.010012169;0.009267251;;0.011500808;0.008615481;;;;;-68;
;;-66;0.010112887;0.007149637;0.010083932;0.010083932;0.00933849;0.006670325;0.009524555;0.007367279;0.010105548;0.008429163;0.019853425;0.009567478;0.009851495;0.009599241;0.01032351;0.008617641;0.010503618;0.00925449;0.009931112;0.008892706;;0.010962857;0.008563189;;;;;-66;
;;-64;0.010196584;0.007298626;0.010286222;0.010286222;0.009352618;0.006746156;0.009917808;0.007703364;0.010093794;0.008345683;0.021804877;0.009838406;0.009893968;0.009716259;0.010524986;0.008743631;0.010206856;0.009529481;0.009917859;0.008959461;;0.011219557;0.008716729;;;;;-64;
;;-62;0.010474578;0.007041401;0.010627613;0.010627613;0.009402112;0.006844673;0.010352252;0.007264268;0.01018094;0.007682519;0.018285789;0.009238544;0.010317543;0.009006357;0.010290576;0.008062056;0.010452837;0.008962292;0.009786717;0.008878968;;0.011017096;0.008360869;;;;;-62;
;;-60;0.010815126;0.007415072;0.009915768;0.009915768;0.009592918;0.00665527;0.010486198;0.007520666;0.010124647;0.007578308;0.023678273;0.009944266;0.009808854;0.008887281;0.010376897;0.009034383;0.010295496;0.009204927;0.010187349;0.008967099;;0.011528153;0.008512304;;;;;-60;
;;-58;0.010191141;0.00744072;0.009823289;0.009823289;0.009327528;0.006209441;0.010055712;0.007660784;0.010371994;0.007622162;0.023001581;0.009550382;0.009816875;0.008757643;0.010446253;0.008275473;0.010571808;0.009121333;0.010728754;0.009562617;;0.011433494;0.008402384;;;;;-58;
;;-56;0.010468488;0.00734606;0.009991313;0.009991313;0.009439653;0.006580061;0.009839813;0.007548131;0.010512132;0.007864256;0.023804467;0.008850388;0.010202755;0.00925282;0.011026983;0.007954568;0.01053829;0.008904045;0.010630166;0.009431485;;0.011645406;0.008372313;;;;;-56;
;;-54;0.010532489;0.007607723;0.01034147;0.01034147;0.009462482;0.006751322;0.010108806;0.007268708;0.010372205;0.008270808;0.025988064;0.009019298;0.010004955;0.00901513;0.010706137;0.008722333;0.010325349;0.008984901;0.010535429;0.009444713;;0.011837739;0.008542641;;;;;-54;
;;-52;0.011077253;0.007452543;0.010465196;0.010465196;0.009583123;0.006737301;0.009847514;0.007710937;0.010141348;0.008159637;0.028325795;0.009832897;0.009868653;0.008703741;0.010630887;0.008360126;0.010763887;0.009116596;0.010148966;0.009341429;;0.012085262;0.00858804;;;;;-52;
;;-50;0.010980756;0.007260064;0.010408892;0.010408892;0.009536485;0.006388488;0.0098005;0.007586882;0.010252076;0.008503811;0.031407202;0.010061809;0.01001073;0.008823976;0.010609908;0.009063999;0.010596955;0.00935789;0.010188418;0.009583628;;0.012379192;0.008703944;;;;;-50;
;;-48;0.01111387;0.007597624;0.01067795;0.01067795;0.009784738;0.006386152;0.010123694;0.007661887;0.01002973;0.008291473;0.030178578;0.009798243;0.010126876;0.008737242;0.010858064;0.009414065;0.010732062;0.00967133;0.010556439;0.009000993;;0.0124182;0.008723696;;;;;-48;
;;-46;0.010802928;0.0077034;0.010679105;0.010679105;0.00969227;0.006957485;0.009941807;0.00785825;0.010233014;0.007493773;0.036758505;0.009440945;0.010562493;0.009061909;0.011117181;0.008924705;0.010674201;0.00960103;0.010718755;0.009354454;;0.013118026;0.008707506;;;;;-46;
;;-44;0.011081383;0.00803216;0.010564604;0.010564604;0.009688446;0.007480967;0.009613875;0.007736075;0.010507927;0.00788825;0.04180075;0.010701942;0.010174455;0.00906161;0.010801593;0.008962438;0.010711751;0.00960525;0.010493954;0.009134814;;0.013543874;0.008916811;;;;;-44;
;;-42;0.011044189;0.007940329;0.010998716;0.010998716;0.010279311;0.007793593;0.009947723;0.007888561;0.010362165;0.00780153;0.02651603;0.01045614;0.010685119;0.009973041;0.010638099;0.008553889;0.010916125;0.009922637;0.010555172;0.009375468;;0.012194265;0.00907039;;;;;-42;
;;-40;0.011297685;0.008118045;0.01134949;0.01134949;0.010396329;0.007933006;0.010512522;0.007962077;0.010443088;0.00808482;0.020739083;0.010040932;0.010634608;0.010109174;0.01078523;0.008569428;0.011367203;0.010157994;0.010686489;0.009455091;;0.011821173;0.009178006;;;;;-40;
;;-38;0.011614536;0.008470712;0.011484485;0.011484485;0.010505644;0.008205118;0.010850718;0.008332701;0.010391282;0.008677945;0.015480137;0.010114777;0.010867161;0.01087769;0.010701935;0.009754446;0.011259002;0.009793637;0.010851442;0.00935592;;0.011400634;0.009506743;;;;;-38;
;;-36;0.011637691;0.008112558;0.011346206;0.011346206;0.01054668;0.008686668;0.011591117;0.008520457;0.01099036;0.008542581;0.011611651;0.009232324;0.011023901;0.01072644;0.011228087;0.010529663;0.011172411;0.009894236;0.010994189;0.009752911;;0.011214229;0.009534404;;;;;-36;
;;-34;0.011504844;0.00819946;0.011125757;0.011125757;0.010510064;0.008003204;0.01133506;0.008434213;0.011276742;0.008654771;0.009591523;0.009080552;0.010799479;0.009980886;0.011216511;0.010708494;0.011094753;0.010379538;0.010930093;0.010056947;;0.010938483;0.009462382;;;;;-34;
;;-32;0.011568538;0.008551249;0.011546417;0.011546417;0.010785938;0.008191691;0.011332663;0.008960323;0.011969136;0.008810912;0.008702129;0.009560164;0.011110371;0.009967159;0.010764652;0.010805248;0.011095744;0.011160009;0.011030858;0.00991011;;0.010990645;0.009746328;;;;;-32;
;;-30;0.011724564;0.009021162;0.011600904;0.011600904;0.011264721;0.008774436;0.011275305;0.009243402;0.012184277;0.009721962;0.008537982;0.009813145;0.011123463;0.010238116;0.011295029;0.010640352;0.011182106;0.011434613;0.011321278;0.009641985;;0.011150963;0.010013008;;;;;-30;
;;-28;0.011633044;0.008912685;0.012172189;0.012172189;0.011398711;0.009042998;0.011404765;0.008983347;0.012251703;0.009249821;0.006653329;0.009612845;0.01127072;0.00991444;0.011006194;0.009740902;0.011524891;0.012098568;0.011600191;0.010112423;;0.011091574;0.009984022;;;;;-28;
;;-26;0.011625981;0.009253166;0.012483753;0.012483753;0.011289743;0.008822748;0.01166964;0.009478178;0.01241356;0.009707678;0.006602807;0.009799657;0.011406942;0.010162602;0.01105648;0.010514119;0.0114374;0.012688142;0.011775325;0.011023121;;0.011176163;0.010393316;;;;;-26;
;;-24;0.011582222;0.009782436;0.012456308;0.012456308;0.012156449;0.009535164;0.012080036;0.010009237;0.01269606;0.010182822;0.005790666;0.009828543;0.011803293;0.011363013;0.011137088;0.010833001;0.0122339;0.013933922;0.012546435;0.011045874;;0.011448246;0.010897032;;;;;-24;
;;-22;0.012388729;0.011003701;0.012747185;0.012747185;0.012485864;0.010356931;0.013619684;0.010380959;0.013466822;0.011414531;0.006077523;0.009855361;0.012165576;0.012194058;0.011364433;0.012706435;0.013226356;0.015868033;0.012595911;0.012569658;;0.012013808;0.011909685;;;;;-22;
;;-20;0.011906377;0.012417794;0.013046821;0.013046821;0.012988699;0.011331402;0.013181785;0.011464224;0.013883138;0.011478628;0.005106884;0.011577544;0.012815554;0.012708362;0.010928001;0.012729077;0.012812842;0.016865948;0.013941114;0.013578823;;0.012061122;0.012719862;;;;;-20;
;;-18;0.012018201;0.013784025;0.013132362;0.013132362;0.013982497;0.014217832;0.013719838;0.013803303;0.013543798;0.012246961;0.005128839;0.011949399;0.012868255;0.014965461;0.011257735;0.014760149;0.012983484;0.018120641;0.013729142;0.014251376;;0.012236415;0.014123151;;;;;-18;
;;-16;0.012526545;0.017356244;0.014386705;0.014386705;0.01548897;0.015915322;0.013915555;0.015496126;0.013405103;0.013597587;0.005099503;0.013063753;0.012922908;0.016682468;0.011419017;0.016090229;0.014036482;0.01870788;0.013874551;0.01506819;;0.012707534;0.01563645;;;;;-16;
;;-14;0.012419995;0.021182635;0.013496288;0.013496288;0.014655819;0.018132868;0.01549124;0.018907056;0.014941257;0.016816066;0.004618201;0.015498559;0.01374746;0.019613174;0.011642274;0.018520579;0.014609243;0.018782821;0.015038411;0.018484519;;0.013066019;0.017943457;;;;;-14;
;;-12;0.013736425;0.029344691;0.014041553;0.014041553;0.017242828;0.026084297;0.016324945;0.02687569;0.014528149;0.021633453;0.004706787;0.017922136;0.014534894;0.023359503;0.011825307;0.018794197;0.014644275;0.019857128;0.016639501;0.021593403;;0.013822466;0.021950605;;;;;-12;
;;-10;0.013582922;0.034745465;0.014375998;0.014375998;0.020295702;0.041184574;0.016478964;0.044523477;0.016272569;0.032786748;0.004469142;0.019744534;0.015542571;0.027481683;0.011732989;0.019350711;0.014174585;0.020571368;0.016223704;0.02383685;;0.014314915;0.027860141;;;;;-10;
;;-8;0.014548711;0.043847423;0.016478367;0.016478367;0.023705142;0.060372952;0.019385878;0.068340494;0.018693127;0.052072043;0.004757446;0.021572652;0.015400544;0.0315328;0.011929082;0.019122107;0.014202545;0.020168071;0.016699044;0.023095281;;0.015579989;0.035660219;;;;;-8;
;;-6;0.013459023;0.045143483;0.01560513;0.01560513;0.022063078;0.049800469;0.017362349;0.05408771;0.017743114;0.053045238;0.00415963;0.019216407;0.01490591;0.0294109;0.012024039;0.017503238;0.013191515;0.017268205;0.015328431;0.023711012;;0.014584222;0.032479179;;;;;-6;
